11323 1 2
0.01 0.00 0.09 
0.02 0.00 0.10 
0.03 0.00 0.09 
0.04 0.00 0.11 
0.05 0.00 0.10 
0.06 0.00 0.11 
0.07 0.00 0.11 
0.08 0.00 0.11 
0.09 0.00 0.14 
0.10 0.00 0.14 
0.11 0.00 0.15 
0.12 0.00 0.12 
0.13 0.00 0.11 
0.14 0.00 0.12 
0.15 0.00 0.15 
0.16 0.00 0.15 
0.17 0.00 0.13 
0.18 0.00 0.11 
0.19 0.00 0.14 
0.20 0.00 0.18 
0.21 0.00 0.17 
0.22 0.00 0.14 
0.23 0.00 0.11 
0.24 0.00 0.14 
0.25 0.00 0.09 
0.26 0.00 0.08 
0.27 0.00 0.10 
0.28 0.00 0.12 
0.29 0.00 0.15 
0.30 0.00 0.16 
0.31 0.00 0.16 
0.32 0.00 0.16 
0.33 0.00 0.15 
0.34 0.00 0.14 
0.35 0.00 0.14 
0.36 0.00 0.13 
0.37 0.00 0.14 
0.38 0.00 0.13 
0.39 0.00 0.16 
0.40 0.00 0.16 
0.41 0.00 0.17 
0.42 0.00 0.17 
0.43 0.00 0.17 
0.44 0.00 0.15 
0.45 0.00 0.17 
0.46 0.00 0.17 
0.47 0.00 0.15 
0.48 0.00 0.14 
0.49 0.00 0.14 
0.50 0.00 0.06 
0.51 0.00 0.08 
0.52 0.00 0.09 
0.53 0.00 0.12 
0.54 0.00 0.15 
0.55 0.00 0.11 
0.56 0.00 0.09 
0.57 0.00 0.10 
0.58 0.00 0.13 
0.59 0.00 0.14 
0.60 0.00 0.14 
0.61 0.00 0.15 
0.62 0.00 0.13 
0.63 0.00 0.13 
0.64 0.00 0.08 
0.65 0.00 0.08 
0.66 0.00 0.13 
0.67 0.00 0.16 
0.68 0.00 0.18 
0.69 0.00 0.19 
0.70 0.00 0.18 
0.71 0.00 0.17 
0.72 0.00 0.17 
0.73 0.00 0.14 
0.74 0.00 0.14 
0.75 0.00 0.18 
0.76 0.00 0.18 
0.77 0.00 0.18 
0.78 0.00 0.20 
0.79 0.00 0.16 
0.80 0.00 0.18 
0.81 0.00 0.17 
0.82 0.00 0.19 
0.83 0.00 0.18 
0.84 0.00 0.20 
0.85 0.00 0.22 
0.86 0.00 0.24 
0.87 0.00 0.21 
0.88 0.00 0.21 
0.89 0.00 0.26 
0.90 0.00 0.26 
0.91 0.00 0.24 
0.92 0.00 0.20 
0.93 0.00 0.21 
0.94 0.00 0.23 
0.95 0.00 0.20 
0.96 0.00 0.23 
0.97 0.00 0.20 
0.98 0.00 0.19 
0.99 0.00 0.20 
1.00 0.00 0.20 
1.01 0.00 0.22 
1.02 0.00 0.23 
1.03 0.00 0.25 
1.04 0.00 0.24 
1.05 0.00 0.24 
1.06 0.00 0.21 
1.07 0.00 0.18 
1.08 0.00 0.18 
1.09 0.00 0.20 
1.10 0.00 0.20 
1.11 0.00 0.22 
1.12 0.00 0.22 
1.13 0.00 0.24 
1.14 0.00 0.26 
1.15 0.00 0.25 
1.16 0.00 0.25 
1.17 0.00 0.27 
1.18 0.00 0.29 
1.19 0.00 0.32 
1.20 0.00 0.33 
1.21 0.00 0.31 
1.22 0.00 0.30 
1.23 0.00 0.31 
1.24 0.00 0.29 
1.25 0.00 0.27 
1.26 0.00 0.27 
1.27 0.00 0.27 
1.28 0.00 0.27 
1.29 0.00 0.26 
1.30 0.00 0.26 
1.31 0.00 0.28 
1.32 0.00 0.26 
1.33 0.00 0.30 
1.34 0.00 0.30 
1.35 0.00 0.28 
1.36 0.00 0.25 
1.37 0.00 0.27 
1.38 0.00 0.28 
1.39 0.00 0.29 
1.40 0.00 0.24 
1.41 0.00 0.24 
1.42 0.00 0.25 
1.43 0.00 0.27 
1.44 0.00 0.29 
1.45 0.00 0.29 
1.46 0.00 0.29 
1.47 0.00 0.29 
1.48 0.00 0.31 
1.49 0.00 0.32 
1.50 0.00 0.31 
1.51 0.00 0.32 
1.52 0.00 0.32 
1.53 0.00 0.31 
1.54 0.00 0.30 
1.55 0.00 0.30 
1.56 0.00 0.29 
1.57 0.00 0.28 
1.58 0.00 0.29 
1.59 0.00 0.30 
1.60 0.00 0.30 
1.61 0.00 0.29 
1.62 0.00 0.27 
1.63 0.00 0.29 
1.64 0.00 0.29 
1.65 0.00 0.30 
1.66 0.00 0.29 
1.67 0.00 0.32 
1.68 0.00 0.31 
1.69 0.00 0.29 
1.70 0.00 0.31 
1.71 0.00 0.33 
1.72 0.00 0.33 
1.73 0.00 0.34 
1.74 0.00 0.33 
1.75 0.00 0.34 
1.76 0.00 0.33 
1.77 0.00 0.33 
1.78 0.00 0.33 
1.79 0.00 0.34 
1.80 0.00 0.36 
1.81 0.00 0.37 
1.82 0.00 0.37 
1.83 0.00 0.30 
1.84 0.00 0.31 
1.85 0.00 0.30 
1.86 0.00 0.32 
1.87 0.00 0.35 
1.88 0.00 0.36 
1.89 0.00 0.36 
1.90 0.00 0.35 
1.91 0.00 0.35 
1.92 0.00 0.38 
1.93 0.00 0.34 
1.94 0.00 0.33 
1.95 0.00 0.33 
1.96 0.00 0.34 
1.97 0.00 0.35 
1.98 0.00 0.36 
1.99 0.00 0.36 
2.00 0.00 0.36 
2.01 0.00 0.37 
2.02 0.00 0.36 
2.03 0.00 0.38 
2.04 0.00 0.35 
2.05 0.00 0.37 
2.06 0.00 0.38 
2.07 0.00 0.39 
2.08 0.00 0.33 
2.09 0.00 0.32 
2.10 0.00 0.33 
2.11 0.00 0.35 
2.12 0.00 0.35 
2.13 0.00 0.37 
2.14 0.00 0.38 
2.15 0.00 0.38 
2.16 0.00 0.39 
2.17 0.00 0.40 
2.18 0.00 0.36 
2.19 0.00 0.34 
2.20 0.00 0.34 
2.21 0.00 0.35 
2.22 0.00 0.35 
2.23 0.00 0.35 
2.24 0.00 0.35 
2.25 0.00 0.34 
2.26 0.00 0.32 
2.27 0.00 0.33 
2.28 0.00 0.35 
2.29 0.00 0.35 
2.30 0.00 0.33 
2.31 0.00 0.34 
2.32 0.00 0.33 
2.33 0.00 0.33 
2.34 0.00 0.35 
2.35 0.00 0.35 
2.36 0.00 0.34 
2.37 0.00 0.34 
2.38 0.00 0.35 
2.39 0.00 0.36 
2.40 0.00 0.34 
2.41 0.00 0.32 
2.42 0.00 0.29 
2.43 0.00 0.36 
2.44 0.00 0.37 
2.45 0.00 0.35 
2.46 0.00 0.33 
2.47 0.00 0.34 
2.48 0.00 0.33 
2.49 0.00 0.32 
2.50 0.00 0.31 
2.51 0.00 0.33 
2.52 0.00 0.34 
2.53 0.00 0.33 
2.54 0.00 0.36 
2.55 0.00 0.34 
2.56 0.00 0.35 
2.57 0.00 0.36 
2.58 0.00 0.34 
2.59 0.00 0.36 
2.60 0.00 0.35 
2.61 0.00 0.34 
2.62 0.00 0.33 
2.63 0.00 0.30 
2.64 0.00 0.28 
2.65 0.00 0.29 
2.66 0.00 0.29 
2.67 0.00 0.29 
2.68 0.00 0.27 
2.69 0.00 0.28 
2.70 0.00 0.31 
2.71 0.00 0.33 
2.72 0.00 0.33 
2.73 0.00 0.33 
2.74 0.00 0.31 
2.75 0.00 0.29 
2.76 0.00 0.25 
2.77 0.00 0.24 
2.78 0.00 0.25 
2.79 0.00 0.27 
2.80 0.00 0.28 
2.81 0.00 0.30 
2.82 0.00 0.31 
2.83 0.00 0.27 
2.84 0.00 0.29 
2.85 0.00 0.29 
2.86 0.00 0.25 
2.87 0.00 0.22 
2.88 0.00 0.23 
2.89 0.00 0.26 
2.90 0.00 0.26 
2.91 0.00 0.25 
2.92 0.00 0.28 
2.93 0.00 0.30 
2.94 0.00 0.30 
2.95 0.00 0.29 
2.96 0.00 0.28 
2.97 0.00 0.27 
2.98 0.00 0.27 
2.99 0.00 0.23 
3.00 0.00 0.23 
3.01 0.00 0.21 
3.02 0.00 0.18 
3.03 0.00 0.21 
3.04 0.00 0.24 
3.05 0.00 0.24 
3.06 0.00 0.27 
3.07 0.00 0.29 
3.08 0.00 0.29 
3.09 0.01 0.22 
3.10 0.03 0.24 
3.11 0.02 0.23 
3.12 0.00 0.21 
3.13 0.00 0.22 
3.14 0.36 0.21 
3.15 0.10 0.21 
3.16 0.00 0.18 
3.17 0.00 0.20 
3.18 0.00 0.20 
3.19 0.00 0.20 
3.20 0.00 0.22 
3.21 0.00 0.23 
3.22 0.00 0.22 
3.23 0.02 0.25 
3.24 0.00 0.21 
3.25 0.00 0.20 
3.26 0.00 0.21 
3.27 0.00 0.22 
3.28 0.00 0.21 
3.29 0.00 0.20 
3.30 0.03 0.20 
3.31 0.04 0.21 
3.32 0.00 0.21 
3.33 0.02 0.22 
3.34 0.00 0.22 
3.35 0.00 0.20 
3.36 0.02 0.20 
3.37 0.00 0.20 
3.38 0.00 0.21 
3.39 0.01 0.20 
3.40 0.01 0.20 
3.41 0.00 0.19 
3.42 0.00 0.18 
3.43 0.01 0.19 
3.44 0.00 0.17 
3.45 0.00 0.16 
3.46 0.00 0.18 
3.47 0.00 0.15 
3.48 0.25 0.16 
3.49 0.00 0.15 
3.50 0.00 0.15 
3.51 0.00 0.16 
3.52 0.00 0.16 
3.53 0.00 0.17 
3.54 0.00 0.17 
3.55 0.00 0.16 
3.56 0.00 0.16 
3.57 0.25 0.16 
3.58 0.00 0.15 
3.59 0.00 0.14 
3.60 0.00 0.17 
3.61 0.00 0.17 
3.62 0.00 0.18 
3.63 0.00 0.18 
3.64 0.00 0.18 
3.65 0.00 0.17 
0.01 0.00 0.15 
0.02 0.00 0.17 
0.03 0.00 0.19 
0.04 0.00 0.17 
0.05 0.00 0.17 
0.06 0.00 0.15 
0.07 0.00 0.19 
0.08 0.00 0.18 
0.09 0.00 0.16 
0.10 0.00 0.17 
0.11 0.00 0.18 
0.12 0.00 0.18 
0.13 0.00 0.15 
0.14 0.00 0.16 
0.15 0.00 0.17 
0.16 0.00 0.18 
0.17 0.00 0.15 
0.18 0.00 0.15 
0.19 0.00 0.17 
0.20 0.00 0.17 
0.21 0.00 0.17 
0.22 0.00 0.18 
0.23 0.00 0.17 
0.24 0.00 0.17 
0.25 0.00 0.17 
0.26 0.00 0.14 
0.27 0.00 0.13 
0.28 0.00 0.15 
0.29 0.00 0.16 
0.30 0.00 0.17 
0.31 0.00 0.17 
0.32 0.00 0.17 
0.33 0.00 0.17 
0.34 0.00 0.17 
0.35 0.00 0.19 
0.36 0.00 0.19 
0.37 0.00 0.17 
0.38 0.00 0.14 
0.39 0.00 0.16 
0.40 0.00 0.18 
0.41 0.00 0.20 
0.42 0.00 0.22 
0.43 0.00 0.14 
0.44 0.00 0.15 
0.45 0.00 0.15 
0.46 0.00 0.15 
0.47 0.00 0.16 
0.48 0.00 0.17 
0.49 0.00 0.18 
0.50 0.00 0.18 
0.51 0.00 0.17 
0.52 0.00 0.17 
0.53 0.00 0.17 
0.54 0.00 0.19 
0.55 0.00 0.19 
0.56 0.00 0.18 
0.57 0.00 0.19 
0.58 0.00 0.19 
0.59 0.00 0.19 
0.60 0.00 0.17 
0.61 0.00 0.18 
0.62 0.00 0.18 
0.63 0.00 0.21 
0.64 0.00 0.20 
0.65 0.00 0.20 
0.66 0.00 0.19 
0.67 0.00 0.18 
0.68 0.00 0.17 
0.69 0.00 0.18 
0.70 0.00 0.20 
0.71 0.00 0.15 
0.72 0.00 0.16 
0.73 0.00 0.16 
0.74 0.00 0.13 
0.75 0.00 0.16 
0.76 0.00 0.15 
0.77 0.00 0.18 
0.78 0.00 0.18 
0.79 0.00 0.19 
0.80 0.00 0.19 
0.81 0.00 0.20 
0.82 0.00 0.19 
0.83 0.00 0.21 
0.84 0.00 0.20 
0.85 0.00 0.20 
0.86 0.00 0.19 
0.87 0.00 0.20 
0.88 0.00 0.21 
0.89 0.00 0.23 
0.90 0.00 0.26 
0.91 0.00 0.24 
0.92 0.00 0.21 
0.93 0.00 0.23 
0.94 0.00 0.25 
0.95 0.00 0.28 
0.96 0.00 0.28 
0.97 0.00 0.28 
0.98 0.00 0.26 
0.99 0.00 0.20 
1.00 0.00 0.20 
1.01 0.00 0.18 
1.02 0.00 0.20 
1.03 0.00 0.21 
1.04 0.00 0.22 
1.05 0.00 0.23 
1.06 0.00 0.19 
1.07 0.00 0.19 
1.08 0.00 0.21 
1.09 0.00 0.24 
1.10 0.00 0.22 
1.11 0.00 0.21 
1.12 0.00 0.18 
1.13 0.00 0.17 
1.14 0.00 0.19 
1.15 0.00 0.19 
1.16 0.00 0.19 
1.17 0.00 0.21 
1.18 0.00 0.22 
1.19 0.00 0.21 
1.20 0.00 0.23 
1.21 0.00 0.23 
1.22 0.00 0.25 
1.23 0.00 0.28 
1.24 0.00 0.28 
1.25 0.00 0.28 
1.26 0.00 0.27 
1.27 0.00 0.28 
1.28 0.00 0.27 
1.29 0.00 0.26 
1.30 0.00 0.27 
1.31 0.00 0.30 
1.32 0.00 0.30 
1.33 0.00 0.33 
1.34 0.00 0.31 
1.35 0.00 0.30 
1.36 0.00 0.28 
1.37 0.00 0.32 
1.38 0.00 0.33 
1.39 0.00 0.33 
1.40 0.00 0.34 
1.41 0.00 0.34 
1.42 0.00 0.33 
1.43 0.00 0.35 
1.44 0.00 0.34 
1.45 0.00 0.35 
1.46 0.00 0.34 
1.47 0.00 0.30 
1.48 0.00 0.28 
1.49 0.00 0.31 
1.50 0.00 0.30 
1.51 0.00 0.32 
1.52 0.00 0.34 
1.53 0.00 0.34 
1.54 0.00 0.31 
1.55 0.00 0.30 
1.56 0.00 0.31 
1.57 0.00 0.33 
1.58 0.00 0.36 
1.59 0.00 0.36 
1.60 0.00 0.37 
1.61 0.00 0.35 
1.62 0.00 0.32 
1.63 0.00 0.33 
1.64 0.00 0.34 
1.65 0.00 0.32 
1.66 0.00 0.31 
1.67 0.00 0.32 
1.68 0.00 0.32 
1.69 0.00 0.34 
1.70 0.00 0.37 
1.71 0.00 0.35 
1.72 0.00 0.31 
1.73 0.00 0.30 
1.74 0.00 0.32 
1.75 0.00 0.34 
1.76 0.00 0.33 
1.77 0.00 0.33 
1.78 0.00 0.33 
1.79 0.00 0.33 
1.80 0.00 0.35 
1.81 0.00 0.36 
1.82 0.00 0.38 
1.83 0.00 0.38 
1.84 0.00 0.38 
1.85 0.00 0.38 
1.86 0.00 0.40 
1.87 0.00 0.37 
1.88 0.00 0.36 
1.89 0.00 0.35 
1.90 0.00 0.35 
1.91 0.00 0.35 
1.92 0.00 0.33 
1.93 0.00 0.34 
1.94 0.00 0.34 
1.95 0.00 0.33 
1.96 0.00 0.35 
1.97 0.00 0.36 
1.98 0.00 0.37 
1.99 0.00 0.38 
2.00 0.00 0.39 
2.01 0.00 0.37 
2.02 0.00 0.36 
2.03 0.00 0.36 
2.04 0.00 0.36 
2.05 0.00 0.37 
2.06 0.00 0.39 
2.07 0.00 0.38 
2.08 0.00 0.35 
2.09 0.00 0.38 
2.10 0.00 0.36 
2.11 0.00 0.34 
2.12 0.00 0.29 
2.13 0.00 0.33 
2.14 0.00 0.33 
2.15 0.00 0.35 
2.16 0.00 0.37 
2.17 0.00 0.38 
2.18 0.00 0.37 
2.19 0.00 0.36 
2.20 0.00 0.33 
2.21 0.00 0.35 
2.22 0.00 0.36 
2.23 0.00 0.37 
2.24 0.00 0.37 
2.25 0.00 0.37 
2.26 0.00 0.38 
2.27 0.00 0.36 
2.28 0.00 0.35 
2.29 0.00 0.32 
2.30 0.00 0.32 
2.31 0.00 0.34 
2.32 0.00 0.35 
2.33 0.00 0.32 
2.34 0.00 0.34 
2.35 0.00 0.34 
2.36 0.00 0.33 
2.37 0.00 0.35 
2.38 0.00 0.35 
2.39 0.00 0.35 
2.40 0.00 0.32 
2.41 0.00 0.33 
2.42 0.00 0.35 
2.43 0.00 0.34 
2.44 0.00 0.34 
2.45 0.00 0.34 
